# This data file has been automatically generated using the network simulator TopGen

	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
10	17.86362	21.17579	20.78993	15.73871	12.12471	18.11452	19.50722	20.0169	20.82754	11.46867	0	15.76116	22.5678	21.41172	23.37812	9.064642	21.64727	23.23642	22.20255	10.69355	24.2757	20.76263	22.62129	9.811016	18.23703	17.84373	22.2762	22.45824	18.97816	12.97433	11.86689	16.14261	11.93578	23.33683	12.43262	22.15716	13.89403	15.1866	23.59821	18.25002	14.94868	12.91339	9.834355	22.12552	15.53387	12.50165	21.55185	10.87034	14.23268	20.11814	13.2263	19.97388	19.15704	9.523479	18.03724	19.13437	15.37076	22.78531	29.38117	21.32773	15.29752	20.26231	18.03724	11.92653	23.57269	12.17921	12.43262	19.13437	15.03063	21.89417	21.20135	22.64659	13.28792	21.70477	13.49269	15.5391	21.99096	11.73955	22.12552	10.66962	22.09944	20.75767	18.84187	28.67334	21.55185	24.92884	21.70477	13.26715	21.28613	20.88008	6.404225	21.32525	20.77432	13.86154	7.813013	20.86688	14.23268	10.08375	10.1741	21.32773
11	19.79597	23.54359	21.40653	9.270993	16.31408	8.825651	19.12496	10.78611	25.01692	15.65805	15.76116	0	16.10188	5.650568	17.9764	11.75143	28.55573	21.70675	24.88934	13.38034	25.9669	19.81291	21.21195	12.49781	20.92382	7.110354	18.03199	23.99327	7.072623	15.66112	14.55368	8.569878	14.62257	21.55638	21.47732	21.36827	9.384753	17.64374	18.17749	8.423657	17.63547	15.60018	12.52115	19.00836	18.22066	15.18844	8.569878	13.55713	16.91947	9.384753	15.91309	14.44954	10.91358	12.21027	20.72403	21.82116	18.05755	20.47774	26.94181	16.96716	17.98431	20.54799	20.72403	14.61332	27.5704	14.15167	15.11941	22.56834	17.71742	21.81747	11.36994	22.57811	15.97471	24.39156	16.17948	18.22589	20.18226	14.42634	19.48387	13.35641	9.40778	10.02429	21.08567	26.34816	5.650568	21.67815	24.39156	15.95394	20.49724	19.47074	13.01418	14.38139	23.46111	16.31867	13.78143	23.55367	16.91947	12.77054	16.10471	14.96708
12	25.10062	22.93277	26.78201	16.90511	23.12073	14.5249	19.6607	20.31823	20.98102	22.46469	22.5678	16.10188	0	13.27861	22.35503	13.19899	21.21389	20.79008	26.94684	19.28648	27.41648	20.89668	20.5844	18.40394	26.55548	11.84	17.40444	23.73395	13.78453	18.23673	20.45982	15.20137	20.5287	21.29994	18.53276	25.55073	16.01624	18.01953	19.75614	11.89451	23.26713	21.50632	18.42728	18.85632	20.27816	18.39374	15.20137	19.46326	22.8256	12.95278	21.54475	9.578847	17.30374	18.11641	21.10417	28.06962	18.38076	26.37428	26.6825	13.82529	23.89045	20.84654	20.91076	17.13524	28.06962	19.46077	20.26705	28.06962	23.62355	19.85728	18.00143	25.5258	18.03221	28.1552	22.08562	17.91598	19.92295	20.33248	18.85632	15.33415	12.46707	11.86313	21.46146	26.08884	17.96247	21.08073	28.1552	18.01144	24.6797	18.8432	18.92032	18.75233	25.38783	16.69447	19.68757	28.06962	22.8256	18.67668	18.62481	13.82529
13	19.79597	19.61471	21.64787	9.270993	21.96465	7.624077	16.34264	11.90428	17.66296	21.30861	21.41172	5.650568	13.27861	0	17.9764	10.56871	18.58361	18.1598	25.60265	19.41237	23.42477	19.81291	17.95412	13.54246	23.9252	5.626953	14.77416	21.10367	7.072623	15.60645	20.58571	11.0598	20.65459	18.66966	15.90248	21.3171	11.83767	17.59256	18.17749	10.06234	20.08307	20.23076	14.81116	16.22604	17.64787	17.96677	9.3543	19.58915	22.9515	8.042444	18.91446	11.56361	10.91358	18.2423	18.47389	25.43934	15.75048	20.47774	24.05222	12.91746	21.46745	20.54799	18.28048	15.79105	25.43934	12.74886	15.83272	25.43934	21.46745	17.227	11.61127	22.57811	15.40193	25.10487	22.21151	15.2857	17.29267	18.00953	16.22604	12.70387	9.40778	8.224489	21.0345	23.45856	5.650568	21.67815	25.10487	15.38116	20.44606	16.21292	19.04621	13.55035	22.75755	16.2675	19.81346	25.43934	19.90207	18.80257	16.10471	12.91746
14	13.70548	17.38519	24.12966	15.06262	23.93104	16.97517	12.20946	16.69291	13.52978	23.27501	23.37812	17.9764	22.35503	17.9764	0	14.57883	17.04858	11.24642	20.35525	18.64116	14.21467	14.56551	18.4813	15.68632	26.17937	15.67539	9.307013	18.87665	14.64155	16.35821	18.34341	16.21258	23.36085	11.5832	10.58531	23.65666	15.46162	18.82729	6.067373	17.63127	14.83567	21.36798	13.75609	13.76095	21.6696	19.2015	17.67894	17.11131	25.65775	16.2067	15.96958	17.25161	17.11702	17.83075	12.75558	12.71816	15.32748	15.23034	23.55948	24.53609	20.41239	15.30059	12.75558	14.73598	20.48432	11.6938	10.58531	13.83353	20.41239	11.84429	17.16252	17.3307	14.97552	17.26026	18.92944	14.80783	15.14659	16.95446	12.47735	12.28981	16.02345	18.00966	21.52304	22.96583	18.8195	16.43074	17.26026	18.8192	22.78563	13.49406	21.75247	14.69734	26.2558	15.1684	22.51972	17.36168	18.847	16.91876	17.12003	17.76915
15	15.35648	15.15941	18.28279	12.72011	9.617565	11.12722	17.00008	13.09409	18.3204	8.961532	9.064642	11.75143	13.19899	10.56871	14.57883	0	19.88614	21.47528	20.44142	8.932414	22.51457	19.0015	20.86016	5.107199	16.47589	16.0826	20.51506	20.69711	17.21702	11.21319	10.10576	14.38148	10.17464	21.57569	10.67148	20.39602	12.13289	7.984281	21.83708	16.48889	13.18755	11.15226	8.073219	20.36438	13.77273	10.74051	19.79071	9.109201	12.47154	18.357	11.46516	13.73258	17.3959	7.762344	16.2761	17.37324	13.60962	21.02417	27.62004	15.08643	13.53639	18.50118	16.2761	4.910582	21.81156	5.399027	10.67148	17.37324	13.26949	20.13303	19.44021	20.88545	11.52679	19.94363	11.73155	13.77796	20.22983	9.978415	20.36438	3.223433	20.3383	18.99653	10.73572	26.9122	19.79071	23.1677	19.94363	11.50602	19.52499	19.11895	8.566258	19.56411	19.01319	7.556359	9.333508	19.10575	12.47154	8.322618	8.317752	15.08643
16	24.05801	11.13338	26.2279	25.41515	22.2002	19.14213	14.12648	22.29927	19.24437	21.54416	21.64727	28.55573	21.21389	18.58361	17.04858	19.88614	0	16.2089	26.45892	19.14225	11.13338	9.093432	21.45201	18.25972	22.49339	17.02079	14.00338	27.6433	23.56567	21.42303	20.31559	24.46105	20.38448	22.61324	19.48208	28.36176	22.34273	22.24681	17.10668	24.65003	19.20504	21.36209	18.28306	14.70185	18.14169	20.95035	27.58429	19.31904	22.68138	19.95883	17.48266	19.37469	24.31483	17.97218	13.06077	7.465171	19.62712	10.70403	30.59185	20.72854	23.74623	8.593115	9.674938	20.37523	11.90349	19.91358	21.21637	7.465171	23.47933	27.46543	25.07463	26.71593	17.54428	8.925772	21.94139	19.79546	23.8323	20.18825	7.612504	19.11832	23.93556	25.92177	21.66125	29.99819	25.36806	13.30158	8.925772	21.71585	23.98573	11.46307	18.77609	22.60944	26.33715	22.31024	19.54334	9.935544	22.68138	18.53245	22.16381	20.72854
17	17.43582	18.77074	27.86	18.79296	23.78934	18.71832	16.21473	20.42325	17.53505	23.13331	23.23642	21.70675	20.79008	18.1598	11.24642	21.47528	16.2089	0	20.27329	17.47695	19.02083	14.48355	9.584869	15.60436	26.09742	15.59343	12.53502	18.79469	14.5596	16.27625	18.65029	16.13062	18.71917	10.30041	10.50336	23.5747	15.37966	16.48447	9.268649	17.54931	14.75371	19.69679	13.67414	13.679	18.7431	19.28504	17.59698	17.65373	21.01608	16.12474	15.88763	17.16965	17.03506	16.30688	13.03951	14.22036	15.24552	15.14838	23.47753	17.45973	20.33043	15.21863	13.03951	14.65403	13.4351	11.61184	10.50336	14.22036	20.33043	16.8644	17.08056	17.24874	14.89356	13.24014	20.27609	14.72587	15.06464	16.87251	13.97955	12.20786	15.94149	17.9277	19.92641	22.88387	18.73754	13.36391	13.24014	16.47639	22.70367	10.12363	17.11079	14.61538	26.17385	15.08644	17.87804	12.52921	18.76505	16.86715	17.03807	17.6872
18	16.81269	28.72402	29.16708	22.68887	22.75548	24.60142	20.66071	24.31915	27.26598	22.09944	22.20255	24.88934	26.94684	25.60265	20.35525	20.44142	26.45892	20.27329	0	16.96722	26.35703	18.49414	24.70262	16.08468	21.03131	19.60402	24.35753	11.72214	18.57019	19.248	18.14056	22.41628	18.20945	20.23761	6.021788	25.98179	20.16769	21.46027	16.85872	22.27006	11.00753	19.18706	16.10802	17.68959	21.80754	18.77531	21.60757	17.144	20.50635	20.13533	11.00753	21.18024	21.04565	15.79715	26.40604	21.2157	9.899652	19.15897	12.93639	23.73118	21.57119	19.22922	26.40604	18.2002	22.09367	17.73855	5.165091	21.2157	21.30429	20.4987	21.09115	19.97665	10.73355	23.7861	19.76636	13.2973	14.72344	18.01322	24.20685	16.94328	19.95208	21.9383	25.11553	12.34274	22.74813	20.35938	23.7861	19.54082	25.11076	22.96141	16.60106	18.62597	11.77251	20.13521	17.36831	22.94821	20.50635	16.35742	19.29524	21.69779
19	16.98539	20.29756	17.05551	16.78244	11.24647	17.23629	18.62899	19.13867	19.94931	7.375926	10.69355	13.38034	19.28648	19.41237	18.64116	8.932414	19.14225	17.47695	16.96722	0	23.39747	19.8844	21.74306	8.932784	17.3588	16.9655	21.39797	21.58001	18.09992	12.0961	10.98866	15.26438	11.05754	22.4586	11.55439	18.22732	13.01579	7.021685	22.71998	17.37179	14.07045	12.03516	7.375926	21.24729	14.65564	7.811619	20.67362	9.992105	13.35445	19.2399	12.34806	19.09564	18.27881	8.645247	17.15901	18.25614	14.49253	21.90708	28.50294	20.4495	12.70796	19.38408	17.15901	11.04829	22.69446	10.58665	11.55439	18.25614	14.1524	21.01593	20.32311	21.76836	12.40969	20.82654	12.61446	14.66087	21.11273	10.86132	21.24729	7.271434	21.22121	19.87944	13.93851	27.7951	20.67362	24.05061	20.82654	12.38892	17.35629	20.00185	7.385134	20.44702	19.89609	9.171512	10.21641	19.98865	13.35445	9.205521	9.594148	20.4495
20	23.69469	5.997655	23.63906	25.05183	24.82863	25.34472	14.12648	19.71043	18.59123	24.17259	24.2757	25.9669	27.41648	23.42477	14.21467	22.51457	11.13338	19.02083	26.35703	23.39747	0	10.24874	18.97684	21.54128	23.64869	19.74766	11.37543	25.05447	20.97684	24.70459	23.59716	21.87221	23.66604	19.69238	19.72289	27.88676	23.5941	24.16222	11.31151	22.63301	22.4866	24.64365	21.56462	14.70185	20.60026	24.23191	24.99546	22.6006	25.96294	17.37	18.63797	26.27352	21.72599	21.25374	13.06077	12.93826	19.70127	11.85934	28.00301	27.58426	27.02778	9.748424	13.06077	23.65679	13.30158	20.7157	21.45718	8.62048	26.76089	17.08843	25.62776	26.35261	19.35272	10.07751	25.22295	19.23649	21.24346	23.46981	12.69745	18.62058	23.24471	24.69945	25.19836	27.40936	22.77923	12.93826	10.07751	22.86697	21.3969	13.06263	22.05766	25.18165	26.57796	22.83716	22.82491	12.93826	25.96294	21.81401	19.57497	26.79106
21	15.54199	10.81617	25.96618	16.89913	21.31556	18.81169	9.300747	18.52942	17.37914	20.65952	20.76263	19.81291	20.89668	19.81291	14.56551	19.0015	9.093432	14.48355	18.49414	19.8844	10.24874	0	19.9501	16.55552	27.04858	16.54459	15.64069	19.74586	15.51076	17.22742	21.73193	17.08179	21.80081	17.17818	11.45452	24.52587	16.33083	19.6965	10.46904	18.50048	15.70487	22.77842	14.6253	9.059939	17.82448	22.36668	18.54815	20.73537	24.09771	17.07591	16.83879	18.12082	17.98623	19.38851	11.19554	11.43635	16.19669	10.52932	24.42869	20.41133	21.2816	10.59957	11.19554	15.60519	11.01885	12.563	11.45452	6.580528	21.2816	17.43927	18.03173	18.19991	15.84472	8.041128	23.35772	15.67704	16.0158	17.82367	11.19554	13.15902	16.89266	18.87887	22.39225	23.83504	19.68871	8.748337	8.041128	19.68841	23.65484	14.91181	20.19242	15.56655	27.12501	16.03761	20.95967	11.43635	19.71621	19.94878	17.98924	18.63836
22	24.32085	22.54154	26.01165	25.67799	23.17422	18.51264	16.00905	27.30828	17.32938	22.51818	22.62129	21.21195	20.5844	17.95412	18.4813	20.86016	21.45201	9.584869	24.70262	21.74306	18.97684	19.9501	0	16.38874	20.62241	13.54631	11.47137	21.99323	17.95581	19.55205	18.44462	22.72034	18.5135	7.411425	14.818	22.71168	20.47175	16.2788	11.35225	18.99995	17.33406	19.49111	16.41208	12.92325	18.53743	19.07937	21.66199	17.44806	20.8104	15.9618	15.61168	15.9002	18.09653	16.1012	12.07874	23.10032	17.75614	23.46364	24.94177	17.25406	21.87525	22.09268	12.07874	18.50425	23.46364	18.0426	14.818	23.46364	21.60835	13.92421	20.25207	22.75529	15.6733	20.23957	20.07041	17.92448	18.18222	18.31727	12.92325	17.24734	17.54288	16.14385	19.72074	24.34811	18.24275	23.46364	20.23957	16.27071	21.84065	12.34992	16.90512	21.4697	23.15971	14.95374	17.67237	23.10032	20.8104	16.66147	16.88408	17.25406
23	16.10286	14.48455	19.02917	10.62867	10.36394	12.54123	17.74645	12.25896	19.06678	9.707907	9.811016	12.49781	18.40394	13.54246	15.68632	5.107199	18.25972	15.60436	16.08468	8.932784	21.54128	16.55552	16.38874	0	17.22227	12.64694	21.26144	19.90976	11.6131	12.2537	10.85213	15.12786	10.92102	20.67178	11.41786	21.1424	12.87927	8.405317	17.2929	14.60282	13.93392	10.65199	8.819595	18.12377	14.51911	11.48689	14.65049	9.855577	13.21792	13.17825	12.21154	14.22316	14.08857	8.50872	17.02248	18.11961	14.356	19.59315	22.8583	21.50764	14.28276	19.6634	17.02248	8.8155	22.55793	5.612033	11.41786	19.0842	14.01587	20.93288	14.13407	21.69351	12.27316	20.69001	12.47793	14.52434	16.09875	8.430756	21.11076	7.458795	12.995	14.98121	9.306498	22.26464	15.79105	20.79355	20.69001	12.25239	20.27137	13.43499	9.312634	11.66889	19.75957	6.127141	10.07988	19.85212	13.21792	9.068993	5.573348	14.7407
24	13.92986	23.64869	27.45518	25.90446	18.78995	24.48371	21.98013	23.98259	23.30045	18.13392	18.23703	20.92382	26.55548	23.9252	26.17937	16.47589	22.49339	26.09742	21.03131	17.3588	23.64869	27.04858	20.62241	17.22227	0	20.81616	20.392	19.28056	19.78233	15.28247	14.17504	18.45076	14.24392	21.45263	2.933854	25.59043	16.20217	17.49474	22.68285	21.8787	6.723363	15.22153	12.1425	20.24132	17.84201	14.80979	22.81972	13.17848	16.54082	18.91184	6.723363	22.39239	22.25779	11.83162	22.44051	17.25017	8.671299	20.48903	17.83991	23.33982	17.60567	18.37811	22.44051	14.23467	19.10353	13.77302	2.933854	17.25017	17.33877	20.00997	22.3033	19.4689	6.553127	19.82057	15.80083	11.77733	11.23596	14.04769	20.24132	12.97776	21.16423	23.15044	21.15001	17.24626	23.96027	23.04464	19.82057	15.5753	24.71939	18.99588	12.63554	19.83811	16.67603	16.16968	13.40279	18.98268	16.54082	12.3919	15.32971	22.90993
25	16.65187	18.1761	20.41768	5.885029	18.39666	6.185467	14.90403	11.58982	16.22435	17.74063	17.84373	7.110354	11.84	5.626953	15.67539	16.0826	17.02079	15.59343	19.60402	16.9655	19.74766	16.54459	13.54631	12.64694	20.81616	0	15.51963	23.03324	6.112594	16.45324	18.82034	12.0137	18.88923	20.59635	14.87269	22.271	11.69952	18.54646	17.21746	9.102308	19.12304	19.27073	13.85113	18.04833	18.64856	18.92067	13.91683	17.82379	21.18613	12.4446	22.12077	13.48951	11.86748	16.47693	22.66183	27.00558	17.68004	19.51771	25.98178	16.00713	20.50743	19.58796	22.66183	14.83102	27.36891	11.78883	14.87269	27.36891	20.50743	20.85744	12.56517	21.61808	17.3315	24.14484	20.44614	17.21527	19.22223	17.0495	16.97151	12.38485	8.447751	6.459729	21.9884	25.38813	10.29054	20.71812	24.14484	16.12663	21.39997	16.95839	17.28085	8.28475	24.8179	15.26343	18.04809	24.91046	18.94204	17.0372	15.14468	14.00705
26	21.31819	17.00977	22.83168	22.67533	22.82912	15.33267	7.258863	24.43508	8.579186	22.17309	22.2762	18.03199	17.40444	14.77416	9.307013	20.51506	14.00338	12.53502	24.35753	21.39797	11.37543	15.64069	11.47137	21.26144	20.392	15.51963	0	25.56875	18.58814	20.18438	19.07695	23.35267	19.14583	15.99921	19.34431	23.34401	21.10408	16.91113	9.423311	19.63229	17.96639	20.12344	17.04441	7.985359	19.16976	19.7117	22.29432	18.08039	21.44273	23.06194	16.24401	16.53253	18.72886	16.73353	10.14981	11.40366	20.21555	14.29143	28.51729	17.88639	22.50758	12.25966	14.72988	19.13658	12.923	18.67493	15.45033	9.890428	22.24068	14.55654	20.88441	24.94341	16.30564	14.91899	20.70274	18.55681	21.75774	18.9496	7.985359	17.87967	18.17521	16.77618	20.35307	27.92364	18.87508	15.49184	14.91899	16.90304	22.47298	7.972236	17.53745	22.10204	23.79204	15.58607	18.3047	15.14439	21.44273	17.29381	17.51641	17.88639
